n_estimators,max_depth,min_samples_split,class_weight,ROC_AUC,Balanced_Accuracy,Precision_0,Precision_1,Recall_0,Recall_1,F1_0,F1_1,TN,FP,FN,TP
400,,5,balanced,0.8136284384501218,0.5591795270825228,0.8571428571428571,0.8893129770992366,0.12121212121212122,0.9971469329529244,0.21238938053097345,0.9401479488903833,24,174,4,1398
400,10.0,2,balanced,0.8134158993645442,0.6331539359356764,0.8571428571428571,0.9063109954456734,0.2727272727272727,0.9935805991440799,0.41379310344827586,0.9479414766927526,54,144,9,1393
200,,5,balanced_subsample,0.8132285767806452,0.5588228937016384,0.8275862068965517,0.8892425206874602,0.12121212121212122,0.9964336661911555,0.21145374449339208,0.9397914564413051,24,174,5,1397
400,,5,balanced_subsample,0.8130448565541291,0.5537723886511333,0.8148148148148148,0.8881118881118881,0.1111111111111111,0.9964336661911555,0.19555555555555557,0.9391596638655462,22,176,5,1397
400,5.0,5,,0.8127566679635153,0.5075757575757576,1.0,0.8778960551033187,0.015151515151515152,1.0,0.029850746268656716,0.9349783261087029,3,195,0,1402
100,10.0,5,,0.8124828888024322,0.5465532644562602,0.8260869565217391,0.8864933417882055,0.09595959595959595,0.9971469329529244,0.17194570135746606,0.9385699899295066,19,179,4,1398
400,5.0,2,,0.8124612746581362,0.5075757575757576,1.0,0.8778960551033187,0.015151515151515152,1.0,0.029850746268656716,0.9349783261087029,3,195,0,1402
200,10.0,5,balanced_subsample,0.8119569446245622,0.6393031599878961,0.8142857142857143,0.907843137254902,0.2878787878787879,0.9907275320970043,0.4253731343283582,0.9474761255115962,57,141,13,1389
100,5.0,2,balanced,0.8118740904047609,0.7925222265450511,0.45874587458745875,0.9545104086353122,0.702020202020202,0.8830242510699001,0.5548902195608783,0.9173768062245276,139,59,164,1238
400,,5,,0.8117011772503926,0.5562976411763858,0.8214285714285714,0.888676844783715,0.11616161616161616,0.9964336661911555,0.20353982300884957,0.9394754539340955,23,175,5,1397
100,10.0,2,,0.8115282640960244,0.5443846453118921,0.8571428571428571,0.8860037998733375,0.09090909090909091,0.9978601997146933,0.1643835616438356,0.9386112042938611,18,180,3,1399
100,5.0,5,balanced,0.8109194656983529,0.7910956930215133,0.4527687296416938,0.954369682907966,0.702020202020202,0.8801711840228246,0.5504950495049505,0.9157699443413729,139,59,168,1234
100,5.0,2,balanced_subsample,0.8107429501866021,0.7885704404962608,0.45098039215686275,0.9536321483771252,0.696969696969697,0.8801711840228246,0.5476190476190477,0.9154302670623146,138,60,168,1234
200,,2,balanced_subsample,0.8106510900733439,0.52635124425424,0.7333333333333333,0.8820189274447949,0.05555555555555555,0.9971469329529244,0.10328638497652583,0.9360562437227988,11,187,4,1398
200,10.0,2,,0.8106492888946526,0.5440280119310077,0.8181818181818182,0.8859315589353612,0.09090909090909091,0.9971469329529244,0.16363636363636364,0.938255033557047,18,180,4,1398
400,,2,balanced_subsample,0.810640283001196,0.5191321200593668,0.7272727272727273,0.880427942101951,0.04040404040404041,0.9978601997146933,0.07655502392344497,0.93547308592444,8,190,3,1399
200,5.0,5,,0.8106168676782086,0.5050505050505051,1.0,0.8773466833541927,0.010101010101010102,1.0,0.02,0.9346666666666666,2,196,0,1402
100,5.0,5,balanced_subsample,0.8104223403795443,0.7846186544474705,0.44336569579288027,0.9527498063516654,0.6919191919191919,0.8773181169757489,0.5404339250493096,0.9134793910137393,137,61,172,1230
200,5.0,2,,0.8102710413694721,0.5050505050505051,1.0,0.8773466833541927,0.010101010101010102,1.0,0.02,0.9346666666666666,2,196,0,1402
200,10.0,5,,0.8102602342973241,0.5386208734996182,0.7619047619047619,0.8847371754274858,0.08080808080808081,0.9964336661911555,0.1461187214611872,0.9372693726937269,16,182,5,1397
100,5.0,5,,0.8100188763526852,0.5075757575757576,1.0,0.8778960551033187,0.015151515151515152,1.0,0.029850746268656716,0.9349783261087029,3,195,0,1402
400,10.0,2,,0.8099396244902664,0.5415027594057551,0.8095238095238095,0.8853704876504117,0.08585858585858586,0.9971469329529244,0.1552511415525114,0.9379402884937941,17,181,4,1398
200,,5,,0.8094533062436058,0.5537723886511333,0.8148148148148148,0.8881118881118881,0.1111111111111111,0.9964336661911555,0.19555555555555557,0.9391596638655462,22,176,5,1397
100,5.0,2,,0.8092912001613857,0.5075757575757576,1.0,0.8778960551033187,0.015151515151515152,1.0,0.029850746268656716,0.9349783261087029,3,195,0,1402
200,,2,balanced,0.808939970316575,0.5267078776351244,0.7857142857142857,0.882093316519546,0.05555555555555555,0.9978601997146933,0.10377358490566038,0.9364123159303882,11,187,3,1399
100,,2,balanced,0.8086355711177394,0.5216573725846194,0.75,0.8809823677581864,0.045454545454545456,0.9978601997146933,0.08571428571428572,0.9357859531772575,9,189,3,1399
400,10.0,5,,0.8086211616882089,0.5368088877361346,0.8333333333333334,0.8843236409608091,0.07575757575757576,0.9978601997146933,0.1388888888888889,0.9376675603217158,15,183,3,1399
100,10.0,2,balanced,0.8070613409415122,0.634252654937391,0.8088235294117647,0.9066579634464752,0.2777777777777778,0.9907275320970043,0.41353383458646614,0.9468302658486708,55,143,13,1389
100,,2,balanced_subsample,0.8054402801193101,0.5288764967794926,0.75,0.8825757575757576,0.06060606060606061,0.9971469329529244,0.11214953271028037,0.9363697253851306,12,186,4,1398
